Bla_1	Bla_2	Bla_3	Bla_4	Bla_5	Bla_6	CK_1	CK_2	CK_3	CK_4	CK_5	CK_6	Whi_4	Whi_5	Gre_7	Whi_6	Whi_7	Gre_8	Gre_1	Gre_2	Gre_3	Gre_4	Gre_5	Gre_6	Whi_1	Whi_2	Whi_3	Domain	Phylum	Class	Order	Family	Genus	Species
ASV_5246	1	0	0	0	0	1	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	Muribaculaceae	uncultured_bacterium
ASV_5247	0	0	0	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Actinobacteriota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Pseudonocardia	unknown
ASV_5248	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	uncultured_soil
ASV_5249	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Geodermatophilaceae	Geodermatophilus	uncultured_bacterium
ASV_525	1	0	0	0	0	0	0	0	3	0	0	2	2	19	36	9	6	47	13	40	57	2	0	0	3	0	4	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Methylobacterium-Methylorubrum	Methylobacterium_aerolatum
ASV_5250	0	0	0	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	unknown	unknown	unknown
ASV_5251	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Chloroflexaceae	Chloroflexus	uncultured_bacterium
ASV_5252	0	0	0	2	0	6	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	uncultured	uncultured_Gemmatimonadetes
ASV_5253	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhodomicrobiaceae	Rhodomicrobium	uncultured_Hyphomicrobiaceae
ASV_5254	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	Bacteria	Actinobacteriota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Pseudonocardia	uncultured_bacterium
ASV_5255	0	0	0	4	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Pelomonas	uncultured_bacterium
ASV_5256	0	0	0	1	4	0	0	1	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	uncultured	uncultured	uncultured_bacterium
ASV_5257	0	0	0	3	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pirellula	uncultured_bacterium
ASV_5258	0	0	0	2	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Deinococcota	Deinococci	Deinococcales	Trueperaceae	Truepera	uncultured_bacterium
ASV_5259	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Ramlibacter	uncultured_bacterium
ASV_526	0	0	1	0	0	0	0	0	0	0	0	0	0	30	11	0	12	139	10	8	17	1	0	0	18	5	28	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Novosphingobium	unknown
ASV_5260	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium_sp.
ASV_5261	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	2	0	0	0	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	uncultured	uncultured	uncultured_Rubrobacterales
ASV_5262	0	0	0	1	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Chloroflexi	Chloroflexia	Thermomicrobiales	JG30-KF-CM45	JG30-KF-CM45	uncultured_bacterium
ASV_5263	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Amaricoccus	uncultured_Alphaproteobacteria
ASV_5264	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Chloroflexi	Chloroflexia	Thermomicrobiales	JG30-KF-CM45	JG30-KF-CM45	uncultured_Chloroflexi
ASV_5265	0	0	0	0	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Bacteroidota	Rhodothermia	Rhodothermales	Rhodothermaceae	uncultured	uncultured_Rhodothermaceae
ASV_5266	0	0	0	0	5	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides	unknown
ASV_5267	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	2	0	0	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	uncultured	uncultured_bacterium
ASV_5268	0	0	0	0	0	0	2	0	0	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Chroococcidiopsaceae	Chroococcidiopsis_PCC_7203	Chroococcidiopsis_cubana
ASV_5269	0	0	0	0	0	1	1	0	0	0	0	2	0	1	1	0	1	0	0	0	0	2	0	0	0	0	0	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	uncultured_bacterium
ASV_527	2	0	0	0	0	0	19	4	1	17	2	27	3	3	6	1	27	2	0	10	5	16	8	4	3	2	4	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	uncultured	uncultured_bacterium
ASV_5270	0	0	0	0	2	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Sumerlaeota	Sumerlaeia	Sumerlaeales	Sumerlaeaceae	Sumerlaea	uncultured_bacterium
ASV_5271	0	0	0	0	0	0	1	0	0	3	0	2	3	0	0	0	0	0	0	0	0	4	1	1	0	0	0	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	uncultured	uncultured	uncultured_bacterium
ASV_5272	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Actinobacteriota	Actinobacteria	Euzebyales	Euzebyaceae	Euzebya	uncultured_bacterium
ASV_5273	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	1	0	2	0	0	0	0	0	0	0	2	Bacteria	Myxococcota	Polyangia	Polyangiales	Polyangiaceae	Pajaroellobacter	uncultured_bacterium
ASV_5274	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Actinobacteriota	Acidimicrobiia	uncultured	uncultured	uncultured	uncultured_bacterium
ASV_5275	0	0	0	0	0	0	2	1	0	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Chelativorans	unknown
ASV_5276	0	0	0	0	0	0	6	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Chloroflexi	Chloroflexia	Thermomicrobiales	JG30-KF-CM45	JG30-KF-CM45	uncultured_bacterium
ASV_5277	0	0	0	0	0	0	1	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	WD2101_soil_group	WD2101_soil_group	uncultured_bacterium
ASV_5279	0	0	0	0	0	0	10	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	Bacteria	Entotheonellaeota	Entotheonellia	Entotheonellales	Entotheonellaceae	Entotheonellaceae	uncultured_bacterium
ASV_528	0	1	0	0	0	0	2	0	0	0	1	0	0	11	16	0	0	15	0	0	8	9	49	28	0	0	0	Bacteria	Myxococcota	Polyangia	Polyangiales	Polyangiaceae	uncultured	uncultured_bacterium
ASV_5280	0	0	0	0	0	0	2	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	Bacteria	Proteobacteria	Alphaproteobacteria	Tistrellales	Geminicoccaceae	Candidatus_Alysiosphaera	uncultured_bacterium
ASV_5281	0	0	0	0	0	0	1	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Proteobacteria	Alphaproteobacteria	Tistrellales	Geminicoccaceae	Candidatus_Alysiosphaera	uncultured_bacterium
ASV_5282	0	0	0	0	0	0	3	0	2	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	uncultured	uncultured_bacterium
ASV_5283	0	0	0	0	0	0	1	0	0	5	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	uncultured	uncultured	uncultured_bacterium
ASV_5285	0	0	0	0	0	0	2	2	2	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Acidobacteriota	unknown	unknown	unknown	unknown	unknown
ASV_5286	0	0	0	0	0	0	0	0	0	0	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Actinobacteriota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Pseudonocardia	Pseudonocardia_hispaniensis
ASV_5287	0	0	0	0	0	0	0	1	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Acidobacteriota	Blastocatellia	Pyrinomonadales	Pyrinomonadaceae	RB41	uncultured_bacterium
ASV_5288	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Rhodopirellula	uncultured_bacterium
ASV_5289	0	0	0	0	0	0	0	2	0	2	0	3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	Bacteria	Bdellovibrionota	Oligoflexia	Silvanigrellales	Silvanigrellaceae	uncultured	uncultured_bacterium
ASV_529	2	0	2	48	1	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Brevundimonas	Brevundimonas_balnearis
ASV_5290	0	0	0	0	0	0	1	1	3	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	uncultured	uncultured_bacterium
ASV_5291	0	0	0	0	0	0	0	0	2	1	1	5	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Anaerostipes	uncultured_bacterium
ASV_5292	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Aminobacter	Rhizobiales_bacterium
ASV_5293	0	0	0	0	0	0	0	1	0	1	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Chloroflexi	Chloroflexia	Thermomicrobiales	JG30-KF-CM45	JG30-KF-CM45	metagenome
ASV_5294	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas_sp.
ASV_5295	0	0	0	0	0	0	2	1	0	0	1	3	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	67-14	67-14	uncultured_bacterium
ASV_5296	0	0	0	0	0	0	0	0	0	2	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Armatimonadota	Armatimonadia	Armatimonadales	Armatimonadales	Armatimonadales	uncultured_bacterium
ASV_5297	0	0	0	0	0	0	1	1	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Chloroflexi	Chloroflexia	Thermomicrobiales	JG30-KF-CM45	JG30-KF-CM45	uncultured_bacterium
ASV_5298	0	0	0	0	0	0	0	1	0	1	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas_sp.
ASV_5299	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	uncultured	uncultured	uncultured_bacterium
ASV_53	10	10	5	50	4	5	36	85	79	87	4	103	5	2	1	0	35	7	3	3	14	0	1	0	15	15	1	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Brevundimonas	uncultured_bacterium
ASV_530	5	1	32	4	22	22	0	0	0	1	0	0	1	0	0	0	0	1	0	5	0	5	9	6	1	6	2	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	uncultured	uncultured	uncultured_bacterium
ASV_5300	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Psychroglaciecola	uncultured_endolithic
ASV_5301	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	2	0	1	2	0	0	0	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	67-14	67-14	uncultured_bacterium
ASV_5302	0	0	0	0	0	0	2	0	0	0	3	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	Bacteria	Chloroflexi	Chloroflexia	Thermomicrobiales	JG30-KF-CM45	JG30-KF-CM45	uncultured_bacterium
ASV_5303	0	0	0	0	0	0	2	1	0	2	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Hymenobacteraceae	Adhaeribacter	uncultured_bacterium
ASV_5304	0	0	0	0	0	0	4	2	0	1	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Vicinamibacteraceae	Vicinamibacteraceae	uncultured_bacterium
ASV_5305	0	0	0	0	0	0	2	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Acidobacteriota	Blastocatellia	DS-100	DS-100	DS-100	uncultured_bacterium
ASV_5306	0	0	0	0	0	0	2	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	D05-2	D05-2	uncultured_Hyphomicrobiaceae
ASV_5307	0	0	0	0	0	0	0	1	0	0	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Chloroflexi	Chloroflexia	Thermomicrobiales	JG30-KF-CM45	JG30-KF-CM45	uncultured_bacterium
ASV_5308	0	0	0	0	0	0	0	0	3	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	uncultured	uncultured	uncultured_bacterium
ASV_5309	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Proteobacteria	Alphaproteobacteria	Elsterales	uncultured	uncultured	uncultured_bacterium
ASV_531	12	13	12	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	4	8	10	0	2	0	22	10	9	Bacteria	Chloroflexi	Chloroflexia	Thermomicrobiales	JG30-KF-CM45	JG30-KF-CM45	uncultured_bacterium
ASV_5310	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	uncultured	unknown
ASV_5311	0	0	0	0	0	0	0	0	2	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	unknown	unknown
ASV_5312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	1	0	4	Bacteria	Proteobacteria	Alphaproteobacteria	Micavibrionales	uncultured	uncultured	uncultured_bacterium
ASV_5313	0	0	0	0	0	0	1	0	0	2	0	1	6	0	0	0	0	0	0	0	0	1	1	0	0	0	0	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Microscillaceae	uncultured	uncultured_bacterium
ASV_5314	0	0	0	0	0	0	0	0	0	1	4	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Chloroflexi	Chloroflexia	Kallotenuales	AKIW781	AKIW781	uncultured_bacterium
ASV_5315	0	0	1	0	0	0	1	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Nitrosomonadaceae	uncultured	unknown
ASV_5316	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	4	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Aureimonas	Sinorhizobium_sp.
ASV_5317	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0	0	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Solirubrobacter	uncultured_bacterium
ASV_5318	0	0	0	0	0	0	0	0	0	1	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Geodermatophilaceae	Blastococcus	uncultured_bacterium
ASV_5319	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Conexibacter	uncultured_bacterium
ASV_532	1	0	1	0	2	1	7	14	2	16	2	25	0	1	2	0	1	0	10	2	1	3	4	3	3	10	6	Bacteria	Proteobacteria	Alphaproteobacteria	Azospirillales	Azospirillaceae	Skermanella	uncultured_bacterium
ASV_5320	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Microvirga	uncultured_bacterium
ASV_5321	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	3	0	0	0	Bacteria	Actinobacteriota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Pseudonocardia	uncultured_Pseudonocardia
ASV_5322	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Actinobacteriota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Amycolatopsis	Amycolatopsis_sp.
ASV_5323	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Vicinamibacteraceae	Vicinamibacteraceae	uncultured_bacterium
ASV_5324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	3	0	0	0	0	Bacteria	Myxococcota	Polyangia	Haliangiales	Haliangiaceae	Haliangium	uncultured_delta
ASV_5325	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	Bacteria	Chloroflexi	Chloroflexia	Kallotenuales	AKIW781	AKIW781	unknown
ASV_5326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	2	3	0	0	0	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Microvirga	Chelatococcus_sp.
ASV_5327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	4	0	0	0	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Roseisolibacter	uncultured_bacterium
ASV_5328	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	Bacteria	Proteobacteria	Alphaproteobacteria	Azospirillales	Azospirillaceae	uncultured	uncultured_bacterium
ASV_5329	0	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	2	4	2	0	0	0	Bacteria	Acidobacteriota	Acidobacteriae	Bryobacterales	Bryobacteraceae	Bryobacter	uncultured_bacterium
ASV_533	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	28	28	5	0	0	0	17	1	60	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	D05-2	D05-2	uncultured_bacterium
ASV_5330	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Chloroflexi	Chloroflexia	Kallotenuales	AKIW781	AKIW781	uncultured_Chloroflexi
ASV_5331	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Craurococcus-Caldovatus	unknown
ASV_5332	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	Tepidisphaeraceae	Tepidisphaeraceae	uncultured_bacterium
ASV_5333	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	3	2	0	2	0	0	0	0	0	5	0	Bacteria	Actinobacteriota	Actinobacteria	Micromonosporales	Micromonosporaceae	Virgisporangium	uncultured_bacterium
ASV_5334	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0	0	0	0	2	0	0	Bacteria	Bdellovibrionota	Oligoflexia	Silvanigrellales	Silvanigrellaceae	Silvanigrella	unknown
ASV_5335	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	1	0	0	0	0	1	3	3	0	0	1	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Vicinamibacteraceae	Vicinamibacteraceae	metagenome
ASV_5336	0	0	0	0	0	0	0	0	0	0	0	0	9	83	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Mucilaginibacter	Mucilaginibacter_sp.
ASV_5337	0	0	0	0	0	0	0	0	0	0	0	0	6	3	0	0	0	1	1	0	0	0	2	0	0	1	0	Bacteria	Acidobacteriota	Blastocatellia	Blastocatellales	Blastocatellaceae	JGI_0001001-H03	uncultured_Acidobacteria
ASV_5338	0	0	0	0	0	0	1	1	0	1	0	1	2	0	0	0	0	0	0	0	0	1	2	0	0	0	0	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Solirubrobacter	uncultured_Rubrobacteraceae
ASV_5339	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	3	1	0	0	0	0	0	0	2	2	0	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	uncultured	uncultured	uncultured_bacterium
ASV_534	0	0	0	0	0	0	33	26	1	32	14	9	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	67-14	67-14	uncultured_bacterium
ASV_5340	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	4	0	0	0	0	0	0	0	0	0	3	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Flavitalea	uncultured_bacterium
ASV_5341	0	1	0	0	0	0	0	1	0	0	0	1	1	1	5	0	0	1	1	0	0	2	0	1	0	0	0	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	uncultured	uncultured_bacterium
ASV_5342	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	1	0	0	0	1	0	0	0	4	0	2	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Spirosomaceae	Spirosoma	Spirosoma_endophyticum
ASV_5343	0	1	0	0	0	0	0	0	0	0	0	0	0	13	1	0	0	0	0	0	3	0	0	0	0	0	1	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	unknown
ASV_5344	0	0	0	0	0	0	0	0	0	0	8	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Spirosomaceae	Spirosoma	unknown
ASV_5345	0	0	0	0	0	0	0	0	0	0	0	0	1	19	0	0	0	0	0	0	0	9	0	0	0	0	0	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Comamonadaceae	uncultured_bacterium
ASV_5346	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	2	0	0	0	4	3	0	0	0	0	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Roseisolibacter	uncultured_bacterium
ASV_5347	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	1	0	0	1	0	1	2	1	1	0	0	0	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	uncultured	uncultured_bacterium
ASV_5348	0	0	0	0	0	0	0	0	0	0	0	0	1	5	1	1	2	0	0	0	1	3	0	0	0	0	0	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	uncultured	metagenome
ASV_5349	0	0	0	0	0	0	5	5	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	Bacteria	Acidobacteriota	Blastocatellia	Pyrinomonadales	Pyrinomonadaceae	RB41	uncultured_bacterium
ASV_535	0	0	0	0	0	0	0	0	1	0	3	1	0	0	0	0	0	0	0	0	1	1	0	1	63	1	23	Bacteria	Chloroflexi	Chloroflexia	Thermomicrobiales	JG30-KF-CM45	JG30-KF-CM45	uncultured_bacterium
ASV_5350	0	0	0	0	0	0	0	0	0	1	0	1	0	3	0	7	0	0	0	0	0	1	2	4	0	0	0	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Intrasporangiaceae	Janibacter	Janibacter_melonis
